bin_id	sample_id	classification	mag_path	gtdb_file	Bin Id	Completeness	Contamination
STP572.12604_R.bin.84	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/STP572.12604_R.bin.84.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/STP572.12604/classify/gtdbtk.bac120.summary.tsv			
STP572.12604_R.bin.87	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/STP572.12604_R.bin.87.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/STP572.12604/classify/gtdbtk.bac120.summary.tsv			
STP572.12604_R.bin.88	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/STP572.12604_R.bin.88.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/STP572.12604/classify/gtdbtk.bac120.summary.tsv			
STP572.12604_R.bin.99	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/STP572.12604_R.bin.99.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/STP572.12604/classify/gtdbtk.bac120.summary.tsv			
STP748.12607_R.bin.22	STP748.12607	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/STP748.12607/bins/STP748.12607_R.bin.22.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/STP748.12607/gtdbtk.bac120.summary.tsv			
STP748.12607_R.bin.22	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/STP748.12607_R.bin.22.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/STP748.12607/classify/gtdbtk.bac120.summary.tsv			
UHM979.23045_R.bin.104	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.104.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.104	75.17	14.66
UHM979.23045_R.bin.109	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.109.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.109	29.02	0.0
UHM979.23045_R.bin.112	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAIHAL01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.112.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.112	78.67	0.67
UHM979.23045_R.bin.130	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.130.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.130	88.51	5.1
UHM979.23045_R.bin.132	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.132.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.132	87.08	8.22
UHM979.23045_R.bin.134	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.134.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.134	49.95	10.34
UHM979.23045_R.bin.138	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.138.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.138	90.17	3.36
UHM979.23045_R.bin.146	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.146.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.146	97.09	3.02
UHM979.23045_R.bin.151	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fimivivens;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.151.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.151	52.9	16.95
UHM979.23045_R.bin.152	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.152.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.152	91.68	1.73
UHM979.23045_R.bin.154	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.154.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.154	87.25	5.48
UHM979.23045_R.bin.155	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.155.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.155	94.31	113.78
UHM979.23045_R.bin.160	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAHHUA01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.160.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.160	63.53	0.67
UHM979.23045_R.bin.172	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.172.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.172	96.64	1.34
UHM979.23045_R.bin.173	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.173.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.173	94.83	11.91
UHM979.23045_R.bin.175	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.175.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.175	43.66	4.59
UHM979.23045_R.bin.18	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hydrogenoanaerobacterium;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.18.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.18	68.46	0.67
UHM979.23045_R.bin.181	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hydrogenoanaerobacterium;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.181.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.181	17.24	0.0
UHM979.23045_R.bin.185	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.185.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.185	68.44	3.24
UHM979.23045_R.bin.20	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.20.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.20	88.84	2.78
UHM979.23045_R.bin.200	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.200.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.200	97.99	0.67
UHM979.23045_R.bin.21	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAGPHI01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.21.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.21	57.06	0.68
UHM979.23045_R.bin.219	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.219.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.219	56.25	5.18
UHM979.23045_R.bin.221	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.221.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.221	93.4	1.81
UHM979.23045_R.bin.23	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.23.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.23	91.02	11.45
UHM979.23045_R.bin.233	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAHHTP01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.233.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.233	39.3	0.89
UHM979.23045_R.bin.237	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1405;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.237.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.237	73.1	11.02
UHM979.23045_R.bin.244	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.244.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.244	90.11	5.4
UHM979.23045_R.bin.28	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAGPHI01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.28.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.28	50.89	3.57
UHM979.23045_R.bin.31	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAGPHI01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.31.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.31	95.24	1.36
UHM979.23045_R.bin.33	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.33.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.33	95.97	2.68
UHM979.23045_R.bin.35	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.35.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.35	89.93	3.36
UHM979.23045_R.bin.41	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Heteroruminococcus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.41.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.41	37.41	1.72
UHM979.23045_R.bin.45	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.45.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.45	61.18	10.3
UHM979.23045_R.bin.46	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.46.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.46	97.32	0.0
UHM979.23045_R.bin.47	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.47.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.47	90.28	67.28
UHM979.23045_R.bin.51	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.51.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.51	60.68	14.42
UHM979.23045_R.bin.53	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.53.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.53	33.23	0.0
UHM979.23045_R.bin.65	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAGPHI01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.65.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.65	92.87	2.21
UHM979.23045_R.bin.66	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.66.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.66	95.92	0.0
UHM979.23045_R.bin.67	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.67.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.67	97.65	6.38
UHM979.23045_R.bin.74	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAIHAL01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.74.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.74	93.29	1.36
UHM979.23045_R.bin.91	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.91.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.91	97.99	1.68
UHM979.23045_R.bin.94	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.94.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.94	24.45	0.0
UHM979.23045_R.bin.95	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.95.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.95	81.58	0.67
UHM979.23045_R.bin.104	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM979.23045_R.bin.104.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/classify/gtdbtk.bac120.summary.tsv			
UHM979.23045_R.bin.109	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM979.23045_R.bin.109.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/classify/gtdbtk.bac120.summary.tsv			
UHM979.23045_R.bin.112	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAIHAL01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM979.23045_R.bin.112.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/classify/gtdbtk.bac120.summary.tsv			
UHM979.23045_R.bin.130	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM979.23045_R.bin.130.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/classify/gtdbtk.bac120.summary.tsv			
UHM979.23045_R.bin.132	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM979.23045_R.bin.132.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/classify/gtdbtk.bac120.summary.tsv			
UHM979.23045_R.bin.134	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM979.23045_R.bin.134.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/classify/gtdbtk.bac120.summary.tsv			
UHM979.23045_R.bin.138	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM979.23045_R.bin.138.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/classify/gtdbtk.bac120.summary.tsv			
UHM979.23045_R.bin.146	classify	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/classify/bins/UHM979.23045_R.bin.146.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/classify/gtdbtk.bac120.summary.tsv			
