bin_id	sample_id	classification	mag_path	gtdb_file	Bin Id	Completeness	Contamination	quality_score
UHM979.23045_R.bin.172	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.172.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.172	96.64	1.34	89.94
UHM989.23064_R.bin.222	UHM989.23064	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM989.23064/bins/UHM989.23064_R.bin.222.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.23064/gtdbtk.bac120.summary.tsv	UHM989.23064_R.bin.222	96.64	1.34	89.94
UHM979.41089_R.bin.182	UHM979.41089	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAGPHI01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.41089/bins/UHM979.41089_R.bin.182.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.41089/gtdbtk.bac120.summary.tsv	UHM979.41089_R.bin.182	97.28	1.53	89.63
UHM1171.23069_R.bin.218	UHM1171.23069	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1171.23069/bins/UHM1171.23069_R.bin.218.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1171.23069/gtdbtk.bac120.summary.tsv	UHM1171.23069_R.bin.218	92.95	0.67	89.60000000000001
UHM967.23060_R.bin.118	UHM967.23060	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM967.23060/bins/UHM967.23060_R.bin.118.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM967.23060/gtdbtk.bac120.summary.tsv	UHM967.23060_R.bin.118	94.74	1.03	89.58999999999999
UHM979.23045_R.bin.91	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.91.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.91	97.99	1.68	89.58999999999999
UHM993.23065_R.bin.50	UHM993.23065	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM993.23065/bins/UHM993.23065_R.bin.50.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM993.23065/gtdbtk.bac120.summary.tsv	UHM993.23065_R.bin.50	94.63	1.01	89.58
UHM969.23061_R.bin.67	UHM969.23061	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM969.23061/bins/UHM969.23061_R.bin.67.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM969.23061/gtdbtk.bac120.summary.tsv	UHM969.23061_R.bin.67	98.26	1.74	89.56
UHM1225.23071_R.bin.19	UHM1225.23071	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1225.23071/bins/UHM1225.23071_R.bin.19.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1225.23071/gtdbtk.bac120.summary.tsv	UHM1225.23071_R.bin.19	92.83	0.67	89.48
UHM993.41094_R.bin.22	UHM993.41094	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM993.41094/bins/UHM993.41094_R.bin.22.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM993.41094/gtdbtk.bac120.summary.tsv	UHM993.41094_R.bin.22	96.24	1.36	89.44
UHM989.41093_R.bin.166	UHM989.41093	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM989.41093/bins/UHM989.41093_R.bin.166.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.41093/gtdbtk.bac120.summary.tsv	UHM989.41093_R.bin.166	96.1	1.34	89.39999999999999
UHM989.23064_R.bin.211	UHM989.23064	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM989.23064/bins/UHM989.23064_R.bin.211.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.23064/gtdbtk.bac120.summary.tsv	UHM989.23064_R.bin.211	94.56	1.04	89.36
UHM1228.23072_R.bin.58	UHM1228.23072	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__RGIG3102;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1228.23072/bins/UHM1228.23072_R.bin.58.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1228.23072/gtdbtk.bac120.summary.tsv	UHM1228.23072_R.bin.58	92.62	0.67	89.27000000000001
UHM1210.23070_R.bin.212	UHM1210.23070	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1210.23070/bins/UHM1210.23070_R.bin.212.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1210.23070/gtdbtk.bac120.summary.tsv	UHM1210.23070_R.bin.212	95.97	1.36	89.17
UHM899.23043_R.bin.174	UHM899.23043	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM899.23043/bins/UHM899.23043_R.bin.174.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM899.23043/gtdbtk.bac120.summary.tsv	UHM899.23043_R.bin.174	95.92	1.36	89.12
UHM989.23064_R.bin.17	UHM989.23064	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM989.23064/bins/UHM989.23064_R.bin.17.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.23064/gtdbtk.bac120.summary.tsv	UHM989.23064_R.bin.17	94.13	1.01	89.08
UHM973.23044_R.bin.127	UHM973.23044	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM973.23044/bins/UHM973.23044_R.bin.127.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM973.23044/gtdbtk.bac120.summary.tsv	UHM973.23044_R.bin.127	96.94	1.59	88.99
UHM1080.41097_R.bin.112	UHM1080.41097	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CALWZE01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1080.41097/bins/UHM1080.41097_R.bin.112.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1080.41097/gtdbtk.bac120.summary.tsv	UHM1080.41097_R.bin.112	95.64	1.34	88.94
UHM1110.41099_R.bin.56	UHM1110.41099	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAHHTP01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1110.41099/bins/UHM1110.41099_R.bin.56.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1110.41099/gtdbtk.bac120.summary.tsv	UHM1110.41099_R.bin.56	95.64	1.34	88.94
UHM1327.23073_R.bin.86	UHM1327.23073	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1327.23073/bins/UHM1327.23073_R.bin.86.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1327.23073/gtdbtk.bac120.summary.tsv	UHM1327.23073_R.bin.86	95.64	1.34	88.94
UHM978.41088_R.bin.56	UHM978.41088	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM978.41088/bins/UHM978.41088_R.bin.56.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM978.41088/gtdbtk.bac120.summary.tsv	UHM978.41088_R.bin.56	94.63	1.17	88.78
UHM1327.41103_R.bin.35	UHM1327.41103	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAGPHI01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1327.41103/bins/UHM1327.41103_R.bin.35.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1327.41103/gtdbtk.bac120.summary.tsv	UHM1327.41103_R.bin.35	93.82	1.02	88.72
UHM989.41093_R.bin.65	UHM989.41093	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM989.41093/bins/UHM989.41093_R.bin.65.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.41093/gtdbtk.bac120.summary.tsv	UHM989.41093_R.bin.65	92.62	0.78	88.72
UHM984.23047_R.bin.47	UHM984.23047	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM984.23047/bins/UHM984.23047_R.bin.47.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM984.23047/gtdbtk.bac120.summary.tsv	UHM984.23047_R.bin.47	98.66	2.01	88.61
STP294.12602_R.bin.20	STP294.12602	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAIHAL01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/STP294.12602/bins/STP294.12602_R.bin.20.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/STP294.12602/gtdbtk.bac120.summary.tsv	STP294.12602_R.bin.20	91.95	0.67	88.60000000000001
UHM467.41073_R.bin.56	UHM467.41073	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM467.41073/bins/UHM467.41073_R.bin.56.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM467.41073/gtdbtk.bac120.summary.tsv	UHM467.41073_R.bin.56	93.62	1.01	88.57000000000001
UHM1073.23039_R.bin.44	UHM1073.23039	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAAYCI01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1073.23039/bins/UHM1073.23039_R.bin.44.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1073.23039/gtdbtk.bac120.summary.tsv	UHM1073.23039_R.bin.44	96.09	1.51	88.54
UHM1073.23039_R.bin.57	UHM1073.23039	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAGPHI01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1073.23039/bins/UHM1073.23039_R.bin.57.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1073.23039/gtdbtk.bac120.summary.tsv	UHM1073.23039_R.bin.57	96.96	1.7	88.46
UHM979.23045_R.bin.31	UHM979.23045	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAGPHI01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.23045/bins/UHM979.23045_R.bin.31.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.23045/gtdbtk.bac120.summary.tsv	UHM979.23045_R.bin.31	95.24	1.36	88.44
UHM896.23052_R.bin.180	UHM896.23052	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM896.23052/bins/UHM896.23052_R.bin.180.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM896.23052/gtdbtk.bac120.summary.tsv	UHM896.23052_R.bin.180	94.58	1.23	88.42999999999999
UHM1210.23070_R.bin.171	UHM1210.23070	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1210.23070/bins/UHM1210.23070_R.bin.171.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1210.23070/gtdbtk.bac120.summary.tsv	UHM1210.23070_R.bin.171	95.13	1.34	88.42999999999999
UHM1210.23070_R.bin.155	UHM1210.23070	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Harryflintia;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1210.23070/bins/UHM1210.23070_R.bin.155.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1210.23070/gtdbtk.bac120.summary.tsv	UHM1210.23070_R.bin.155	94.97	1.34	88.27
STP294.12602_R.bin.85	STP294.12602	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/STP294.12602/bins/STP294.12602_R.bin.85.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/STP294.12602/gtdbtk.bac120.summary.tsv	STP294.12602_R.bin.85	91.51	0.67	88.16000000000001
UHM989.23064_R.bin.251	UHM989.23064	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM989.23064/bins/UHM989.23064_R.bin.251.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.23064/gtdbtk.bac120.summary.tsv	UHM989.23064_R.bin.251	94.8	1.34	88.1
UHM1088.23067_R.bin.165	UHM1088.23067	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1088.23067/bins/UHM1088.23067_R.bin.165.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1088.23067/gtdbtk.bac120.summary.tsv	UHM1088.23067_R.bin.165	96.6	1.7	88.1
UHM1210.41100_R.bin.40	UHM1210.41100	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1210.41100/bins/UHM1210.41100_R.bin.40.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1210.41100/gtdbtk.bac120.summary.tsv	UHM1210.41100_R.bin.40	97.99	2.01	87.94
UHM1171.23069_R.bin.210	UHM1171.23069	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1171.23069/bins/UHM1171.23069_R.bin.210.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1171.23069/gtdbtk.bac120.summary.tsv	UHM1171.23069_R.bin.210	93.06	1.03	87.91
UHM989.41093_R.bin.167	UHM989.41093	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM989.41093/bins/UHM989.41093_R.bin.167.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.41093/gtdbtk.bac120.summary.tsv	UHM989.41093_R.bin.167	96.81	1.79	87.86
STP294.12602_R.bin.35	STP294.12602	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/STP294.12602/bins/STP294.12602_R.bin.35.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/STP294.12602/gtdbtk.bac120.summary.tsv	STP294.12602_R.bin.35	93.39	1.12	87.79
UHM989.41093_R.bin.72	UHM989.41093	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM989.41093/bins/UHM989.41093_R.bin.72.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.41093/gtdbtk.bac120.summary.tsv	UHM989.41093_R.bin.72	91.11	0.67	87.76
UHM1171.41104_R.bin.9	UHM1171.41104	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1171.41104/bins/UHM1171.41104_R.bin.9.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1171.41104/gtdbtk.bac120.summary.tsv	UHM1171.41104_R.bin.9	97.74	2.03	87.59
UHM982.23046_R.bin.122	UHM982.23046	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM982.23046/bins/UHM982.23046_R.bin.122.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM982.23046/gtdbtk.bac120.summary.tsv	UHM982.23046_R.bin.122	90.88	0.67	87.53
UHM1080.23066_R.bin.39	UHM1080.23066	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAGPHI01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1080.23066/bins/UHM1080.23066_R.bin.39.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1080.23066/gtdbtk.bac120.summary.tsv	UHM1080.23066_R.bin.39	97.96	2.1	87.46
UHM1110.23068_R.bin.62	UHM1110.23068	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1110.23068/bins/UHM1110.23068_R.bin.62.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1110.23068/gtdbtk.bac120.summary.tsv	UHM1110.23068_R.bin.62	90.72	0.67	87.37
UHM997.23048_R.bin.15	UHM997.23048	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM997.23048/bins/UHM997.23048_R.bin.15.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM997.23048/gtdbtk.bac120.summary.tsv	UHM997.23048_R.bin.15	92.95	1.12	87.35000000000001
UHM975.23062_R.bin.27	UHM975.23062	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM975.23062/bins/UHM975.23062_R.bin.27.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM975.23062/gtdbtk.bac120.summary.tsv	UHM975.23062_R.bin.27	97.32	2.01	87.27
UHM982.23046_R.bin.49	UHM982.23046	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM982.23046/bins/UHM982.23046_R.bin.49.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM982.23046/gtdbtk.bac120.summary.tsv	UHM982.23046_R.bin.49	90.6	0.67	87.25
UHM982.41090_R.bin.165	UHM982.41090	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM982.41090/bins/UHM982.41090_R.bin.165.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM982.41090/gtdbtk.bac120.summary.tsv	UHM982.41090_R.bin.165	90.6	0.67	87.25
UHM978.41088_R.bin.3	UHM978.41088	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM978.41088/bins/UHM978.41088_R.bin.3.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM978.41088/gtdbtk.bac120.summary.tsv	UHM978.41088_R.bin.3	90.6	0.67	87.25
UHM1080.41097_R.bin.166	UHM1080.41097	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1080.41097/bins/UHM1080.41097_R.bin.166.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1080.41097/gtdbtk.bac120.summary.tsv	UHM1080.41097_R.bin.166	90.55	0.67	87.2
UHM973.23044_R.bin.95	UHM973.23044	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM973.23044/bins/UHM973.23044_R.bin.95.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM973.23044/gtdbtk.bac120.summary.tsv	UHM973.23044_R.bin.95	92.06	1.01	87.01
UHM904.23055_R.bin.138	UHM904.23055	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Porcipelethomonas;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM904.23055/bins/UHM904.23055_R.bin.138.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM904.23055/gtdbtk.bac120.summary.tsv	UHM904.23055_R.bin.138	91.41	0.89	86.96
UHM904.41079_R.bin.88	UHM904.41079	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM904.41079/bins/UHM904.41079_R.bin.88.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM904.41079/gtdbtk.bac120.summary.tsv	UHM904.41079_R.bin.88	93.61	1.34	86.91
UHM1110.41099_R.bin.59	UHM1110.41099	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Massiliimalia;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1110.41099/bins/UHM1110.41099_R.bin.59.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1110.41099/gtdbtk.bac120.summary.tsv	UHM1110.41099_R.bin.59	93.29	1.29	86.84
UHM892.23050_R.bin.68	UHM892.23050	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__RGIG1943;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM892.23050/bins/UHM892.23050_R.bin.68.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM892.23050/gtdbtk.bac120.summary.tsv	UHM892.23050_R.bin.68	94.63	1.57	86.78
UHM969.23061_R.bin.108	UHM969.23061	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM969.23061/bins/UHM969.23061_R.bin.108.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM969.23061/gtdbtk.bac120.summary.tsv	UHM969.23061_R.bin.108	91.6	0.98	86.69999999999999
